baldy,6.41,47.4,{"one-way":1}
broken_arrow,3.13,58.3,{"one-way":1}
wilson,7.90,19.9
pasadena,13.1,0.6,{"road":1}
chesebro,13.1,5.1
into_the_wild,13.1,8.1
griffith_park_30k,17.7,10.7
